tarih,puan,yorum
2020-06-09,3,"Öncelikle paketleme sıradan düz bir karton kutuda geldi. Koruma köpüğü ya da balonlu poşet yoktu. Günümüz kargo şirketlerinin taşımacılığına iyi dayanmış ve hasarsız geldi. Tüm fonksiyonları çalışıyor. Altın sarısı rengi istedik fakat gelen mikrofonun üst topuzu ciyak bir sarı, tutulan kısımdaki silindir ise rose gold renginde geldi. (Ekte resimde biri ürün görselinde görünen diğeri ise elimize ulaşan) Ayrıca Case 4U markası olduğuna dair hiçbir ibare ya da logo yok. Bu marka olduğunu düşünmüyoruz. Çünkü araştırmamız sonucu başka bir markanın  bu şekilde rengi farklı olduğunu gördük. Rengi böyle bozuk olmasa iyi olurdu."
2019-08-03,1,"piyasada 20 tl ye satılan ürünün kutusunun üzerine case4u etiketi yapıştırmışlar.
Mavi rengini aldık çocuğumun elinde 10 dk kaldı,eli masmavi boya oldu defalarca yıkadık boya çıkmadı.Keşke fotoğraf ekleme seçeneğimiz olsaydı.
Kesinlikle skandal..."
2020-11-26,5,"Fiyat Performans ürünü gerçekten. Fiyatına göre böyle tatminkar bir ürün beklemiyordum. Tabi ki çok şey beklemeyin ama o fiyata bu ürün gerçekten iyi. Garanti belgesi bile var. :) 
Ben sadece yılbaşı gecesi eğlenmek adına sahip oldum. Karaoke yapabilirsiniz mesela."
2022-04-14,5,Fiyatını fazlasıyla karşılayan bir ürün. Birçok özellik mevcut. Oğlumla çok güzel zaman geçiyoruz. Sevgili hepsiburada sürekli kampanyalara ekliyor bu ürünü. Kaçırmayın derim.
2022-03-15,5,"Ürünün açılma kapanma sesleri çok yüksek ve kısılmıyor.. Sırf bu yüzden almayın.. Cocukla korkuyor ve insan rahatsız oluyor. Yukarıda gözüküyor diye 5 yıldız verdim, aslında 1 yıldız"
2022-04-23,5,İndirimde almıştım. Bu tarz ürünler için genelde kalitesiz diye yorumlar okuyordum ancak fiyat performans olarak bence çok başarılı. Sesi aşırı yüksek değil ama yeterli. Konuşurken ağız mikrofona yaklaştırılınca tam çalışıyor.
2022-04-12,5,Tel fiyatları almış başını gitmişken hem uygun fiyata bu teli gönderip hem yanına böyle hediyeler koymak gerçekten çok güzel hareket.
2022-04-01,5,Hızlı ve iyi paketleme için satıcı ve kargo fırmasına teşekkür ederim. Ayrıca hediye olarak pena gönderdikleri için satıcıya çok teşekkür ederim
2022-04-01,5,Yanında pena hediye geldi. Teşekkürler 🌺
2021-11-29,5,"Sürekli alıp kullandığım bir tel, kalitesinden memnunum. Satıcıya aynı gün kargoya verdiği ve gönderdiği hediyeler için çok teşekkür ederim."
2022-04-09,5,"Ürünün hepsiburada saticisindan aldim, çünkü diger saticilarin sahte ürün gönderdiği söyleniyordu. kendi sitesinden orjinallik sorgulaması yaptim. orjinal ürün olduğunu teyit edildi. Henüz kulanmadim ama fiyatina göre iyi olduğunu düşünüyorum."
2022-03-23,1,"Bu ürünün sahte olduğunu düşünüyorum... 
Ambalajında kullanılan büyük harf yazı karakterleri farklı, zemindeki bitkisel desen farklı, SILVERPLATED yazısı SILVERPLATEN olmuş, Zemin kırmızısı daha koyu kırmızı, ambalajın bıçağı farklı!!!..."
2021-07-01,4,Sıradan bir gitar telidir. Tabi piyasadaki birçok telden iyidir. Genellikle sahne veya kayıt yapmayanlar bu telleri pratik yapmak için kullanır. İlk takıldığında sesler aşırı parlak ve yankılı gelse de 1 hafta sonra geçiyor. Ortalama 2 ay dayanan bir tel.
2022-04-09,5,"Teller kaliteli, sağ salim elime ulaştı. Sağlam teller , oksitlenemeyecek şekilde kapalı geldi. Beğendim"
2022-04-10,5,"Yanında  birsürü hediye pena ve küçük çikolata da göndermişler😊Çok teşekkürler, çok incesiniz."
2022-03-18,5,Ürün gayet güzel. Ayrıca hediyelerden dolayı satıcıya teşekkür ederim.
2019-10-10,5,Mikrofon bugün elimize ulaştı yorumları okuyunca çok korkmuştum kötü birşey gelecek diye ama tam da hayal ettiğim gibi bi ürün  geldi iç içe 2 kutunun içinde sıkıca paketlenmiş ara şarj kablosu var.Oglum 5 yaşında  down sendromu konuşamıyor  onu konuşmaya teşvik etmek için aldim arada bende şarkı soylerim mini konserler bizi bekliyor😉
2022-04-05,4,"Görünen marka yerine asonic markalı ürün geldiği için 1 yıldız kırdım, fakat ürün güzel olduğu için iade etmedim. Sadece şarjlı pil yuvası farklı ve Araştırmalar sonucu başka efekt ayarları yok. Sadece eko ayarı var"
2022-03-23,5,Fiyat performans ürünü ilk aldığım ürünün sesi biraz sıkıntılıydı sağolsunlar değiştirdiler şimdilik sıkıntı yok teşekkür ederim
2020-01-30,5,"Çocuğum bu üründen çok istediği için araştırmaya başladım. O kadar piyasada farklı markalarda, farklı fiyatlarda satılan ürün var ki, kimisi iki günde bozulduğundan şikayet ediyor, kimisi kartı okumadığını, kimisi sesin düşük olduğunu, kimisi üzerindeki boyanın çocuğun ellerini boyadığını vs vs. Sonrasında en düşük fiyat diye bu üründe şansımı denemeye karar verdim ve gayet memnun kaldım. Hem piyasada satılan benzer ürünlerden uygun fiyatlı, hem de olumsuz yorumlarda karşıma çıkan olumsuzluklarla karşılaşmadan kullanıyoruz. Ha çok yüksek bir ses yok, megafon değil sonuçta, ağzını dayaman gerekiyor ama çocuğun işini görüyor, uzun süreli şarjı gidiyor ve alalı 5 aydan fazla oldu halen çalışıyor."
2020-06-09,3,"Öncelikle paketleme sıradan düz bir karton kutuda geldi. Koruma köpüğü ya da balonlu poşet yoktu. Günümüz kargo şirketlerinin taşımacılığına iyi dayanmış ve hasarsız geldi. Tüm fonksiyonları çalışıyor. Altın sarısı rengi istedik fakat gelen mikrofonun üst topuzu ciyak bir sarı, tutulan kısımdaki silindir ise rose gold renginde geldi. (Ekte resimde biri ürün görselinde görünen diğeri ise elimize ulaşan) Ayrıca Case 4U markası olduğuna dair hiçbir ibare ya da logo yok. Bu marka olduğunu düşünmüyoruz. Çünkü araştırmamız sonucu başka bir markanın  bu şekilde rengi farklı olduğunu gördük. Rengi böyle bozuk olmasa iyi olurdu."
2019-08-03,1,"piyasada 20 tl ye satılan ürünün kutusunun üzerine case4u etiketi yapıştırmışlar.
Mavi rengini aldık çocuğumun elinde 10 dk kaldı,eli masmavi boya oldu defalarca yıkadık boya çıkmadı.Keşke fotoğraf ekleme seçeneğimiz olsaydı.
Kesinlikle skandal..."
2020-11-26,5,"Fiyat Performans ürünü gerçekten. Fiyatına göre böyle tatminkar bir ürün beklemiyordum. Tabi ki çok şey beklemeyin ama o fiyata bu ürün gerçekten iyi. Garanti belgesi bile var. :) 
Ben sadece yılbaşı gecesi eğlenmek adına sahip oldum. Karaoke yapabilirsiniz mesela."
2022-04-14,5,Fiyatını fazlasıyla karşılayan bir ürün. Birçok özellik mevcut. Oğlumla çok güzel zaman geçiyoruz. Sevgili hepsiburada sürekli kampanyalara ekliyor bu ürünü. Kaçırmayın derim.
2022-03-15,5,"Ürünün açılma kapanma sesleri çok yüksek ve kısılmıyor.. Sırf bu yüzden almayın.. Cocukla korkuyor ve insan rahatsız oluyor. Yukarıda gözüküyor diye 5 yıldız verdim, aslında 1 yıldız"
2022-04-23,5,İndirimde almıştım. Bu tarz ürünler için genelde kalitesiz diye yorumlar okuyordum ancak fiyat performans olarak bence çok başarılı. Sesi aşırı yüksek değil ama yeterli. Konuşurken ağız mikrofona yaklaştırılınca tam çalışıyor.
2022-02-03,5,Kargo bir gunde gekdi cok hizli kargo tellerde herhangi bir paslanma vs yok 3 adet aldim kargoda bedavaya geldi 9 tanede tezene vardi yani tam bir fiyat performans urunu...
2022-01-27,4,"Hizmet kalitesi çok iyi hızlı ulaştı elime, fakat alt tellerdeki ince telleri kalite olarak çok iyi bulmadım. Burguya gerdiğim anda tel attı maalesef, ama bam tellerini çok beğendim. Tezeneler incelik olarak olabildiğince güzel ancak plastik kalitesi olarak fazla bir şey beklemeyin. Fiyat performans olarak iyi bence, bir daha tel atarsa bir daha sipariş veririm. İşiniz rast gitsin..."
2021-08-07,5,Gayet iyi teşekkürler. Hızlıca geldi
2022-04-02,5,En alttaki telim kıtılmıştı. Bağlamayı alırken verdikleri yedek tellerden taktım bir türlü akort yapamadım. Üç tel denedim üçü de gerginliği kaldıramadı. Bunu tek seferde kolayca akort ettim.
2022-01-21,5,kargo biraz geç geldi isede ürünler güzel.satıcının mızrap hediye etmesi büyük bir incelik.teşekkür ediyorum
2022-03-25,5,Bu fiyata bu tel gayet başarılı. Herşey olması  gerektiği gibi. Teşekkür ederim
2022-04-15,5,Güzel sadece tezeneler sert
2022-04-10,5,"Ses güzel çıkıyor, akort yaparken kopmadı gayet güzel."
2022-04-30,5,Teşekkür ettim
2022-04-20,5,Beklediğim gibi sıkıntı yok.
2022-02-02,5,Ürün gayet güzel paketlenmiş olup hızlı bir şekilde elime ulaştı. Satıcıya teşekkür ederim. Alacak olan arkadaşlar ürün gayet güzel ve şık duruyor. Bence çok fazla paralar verip değişik ürünler almaya gerek yok tabi ki bu benim fikrim. Alacak arkadaşlara bu yorumum inşallah yardımcı olmuştur.
2020-09-07,3,Ne yazık ki çok dandik bi ürün. Öncelikle kargo hızlı ve kutulu geldi. Bundan dolayı teşekküler. Ancak bunu alıken çin malı tabirindeki ürünlerden birini aldığınizı bilin. Epey yüksek ve eğik duruyor. Beklediğiniz görüntüyü vermiyor açıkcası. Biraz daha para verip daha kaliteli ürünler almanızı tavsiye ederim. İşimi görsün kafasındaysanız bile gene yineliyorum. Ürün kalitesiz. Satıcıya teşekkürlerimi yineleyerek iyi günler diliyorum bütün müzik severlere.
2021-03-02,5,"Ben ürünü 2018 yılında almıştım ürünü tekrar rastgele görünce geç de olsa yorum yapmak istedim. Aynı firmadan aldım 2018 den bugüne yıpranma,deforme olmadı. Tabi bu birazda kullanımla alakalı. Ben 47 lik divan bağlama ve 42 lik kısa sap için kullanıyorum. Her iki bağlama içinde uygun. Sonuçta duvara, tavana asmaktan iyidir, hem bir köşede dekor açısından güzel duruyor hem de bir hava katıyor. Bazı arkadaşlar çin malı gibi v.s demiş iyi de çin malı olmayan ürün mü kaldı artık. :)) Ben memnunum bence güzel."
2020-04-21,4,Gitarı tutan üst kısmın kilidi ince bir plastik. Gitarınız öne doğru hareket etse kesinlikle tutmaz ama böyle birşey için de birinin arkadan çarpması veya itmesi gerekiyor. Onun haricinde gayet kullanışlı. Kurulumu da çok basit
2020-11-28,5,Ürün fiyatına göre uygun. İşimizi gördü. Satıcı hemen kargoya verdi. Teşekkürler.
2022-03-28,5,"Paketleme güzeldi, ürün de kaliteli."
2021-07-14,4,"Gitarı koyduğumuz kısım oynar halde, onun dışında sapı hafif eğik olsa daha güvenilir olurmuş."
2022-04-26,4,"Ürün kullanınım olarak güzel, ancak gitarın sap kısmına denk gelen kemeri tutan plastik parçaları yerinden çıkıyor. Yapıştırırsanız sorunu halledebilirsiniz. Kemer kısmıda çok dayanıklı durmuyor. Kopması muhtemeldir. Tüm bunlara rağmen alınabilir bir ürün. Gitar sürekli elinizin altında olsun istiyorsanız kaçırmayın"
2020-02-02,5,Yıllardır gitarı kılıfın içinde bir dolapta tutardım ve çıkartmaya üşendiğimden çok nadir elime alırdım. Bu sehpa sayesinde evde aynı zamanda çok güzel bir dekor oldu ve gitarım her zaman kolay ulaşabileceğim bir yerde. Benim beklentim çok düşüktü ama bence malzeme kalitesiyle parasını fazlasıyla hakeden bir ürün. Kesinlikle tavsiye ederim... 👍👏🙏
2021-11-03,5,"Gitarım için almıştım, çok memnun kaldım, gerçekten hem durduğu yere çok yakışıyor hem de gitarı nereye koyacağım derdinden kurtarıyor. Keşke pillik ya da malzemelik gibi küçük bir şey daha olsaydı, gitarın pilini şarj ettiğim aleti oraya koyabilirdim ancak böyle de sade ve güzel."
2021-04-11,5,Hyperx QuadCast S mikrafonu kullanıyorum taşımamazlık gibi bir sorunu yok gayet iş görücek bir tripod
2021-05-09,4,Normalde bir yıldız verecektim ama insafsizlik olur ürün kaliteli daha öncede almstm bir büyük modelini tek bir kusur için ürünü gömmek istemiyorum firma isterse gönderir isterse göndermez yenisini sorun değil resimde gösterecegim kusuru
2022-01-13,5,Hyperx x mikrofon için satın aldım ama benim aldığım bu ürün bana gelen nb40 yani telefon tutacağı da üstünde başka farkı yok şu an kullanıyorum
2022-04-13,5,"Malzeme kalitesi mükemmel, ayriyeten hızlı gönderim içinde teşekkürler."
2022-03-10,5,Ürün mükemmel. Düşünmeden alabilirsiniz
2022-02-09,5,Ürün çok sağlam.Rode nt usbyi güzelce taşıyor.
2021-06-17,5,"Gayet güzel oldu hızlı kargo ve güzel iletişim
 teşekkürler"
2022-04-14,5,piyasada ki en ucuz mic standı çok bişey beklememek lazım ama yanından telefon tutucu vs çıkması şaşırttı ben lewitt lct 440 pure condenser mikrofon için aldım gayet güzel tutuyor bir sıkıntı yok
2022-01-23,5,Ürün gayet güzel kullanışlı. Masa boyutunuz burada çok önemli orta boyutlarda bir masa için elverişli bir boyutu var fakat masa biraz büyük olursa kullanım için sıkıntı çıkartabilir
2022-01-18,5,"NB39 modeli yerine NB44 modeli geldi. Bana gelen modelde, telefon bağlama aparatı da var. Üründe bir hasar veya kusur görmedim. Hyperx Quadcast mikrofonu sağlam bir şekilde taşıdı."
2019-11-24,5,"Ben daha önce böyle bir kapo görmedim. Ben zaten daha önce kapo görmedim. Ama ilk kapoma göre gayet güzel bir kapoydu. Gerçi başka kapo görmediğim için pek de karşılaştırabildiğim söylenemez. Yine de bence güzel bir kapoydu. Bu kapoyla öyle şarkılar çaldım ki, kapo kapoluğa doydu. Bence siz de daha önce kapo görmediyseniz bu kapoyu alabilirsiniz. Görmüşseniz de almanızda bir sakınca olmayabilir. O yüzden alın."
2020-04-18,4,fiyatına göre işini gerçekten iyi yapıyor fakat benim yaptığımı yapmayın 2. fotoğraftaki gibi gitarın klavyesiyle arasında mutlaka bir mesefe olsun yoksa gitarınıza zarar verebiliyor
2022-04-27,5,"Krom istedim, siyah geldi ama kaliteli ürün ve hızlı kargo. Tavsiye ederim"
2021-01-07,5,"Gitara yeni başladım. Bare akorlarda zorlanıyordum, kapo ile daha kolay öğreneceğimi düşündüm. Telleri sapa yakınlaştırdığı için daha rahat basılabiliyor. Elbette kullanım amacı bu değil ama işe yaradı. Çok kolay takıp çıkarabiliyorsunuz ve sesleri de çok temiz alabiliyosunuz. Beğendim."
2022-05-06,5,"İnternetten sipariş konusunda her ne kadar güzel yorumlar olsa da biraz şüpheliydim, ancak aldığıma pişman olmadım ve boş yere endişelenmişim. Ukulelem için satın almıştım, gayet de memnunum. Satıcı ürünü kısa süre içerisinde teslim etti diyebilirim, paketlenişinden de memnunum, ürünün hasarlı bir yönü yoktu."
2021-10-03,5,Paketi biraz pisti ve kapoda azcık tozluydu ama sağlam baya. Güzel.
2021-01-09,5,Başlangıçtan orta seviyeye geçmeye çalışan biri olarak aldım gitarım da orta seviye kalitede. Bütün telleri gayet güzel basıyor ses de düzgün geliyor. Katy Perry The one that got away çalabilmek için sipariş vermiştim bu hayalim gerçekleşti iyi ürün
2022-03-23,5,Ürünü müsicstore dan aldım hediye için teşekkür ederim. Fiyatına göre gayet kaliteli ve profesyonel değilseniz işinizi görür. Tavsiye ederim
2022-01-24,5,"Ürün tıpkı belirtildiği gibi, oldukça sıkı geçme yapan bir ürün. Sağlam görünen metal bir yapısı var. 
Zaman içerisinde kullanımda kendisini gösterecektir. 
Satıcıya ürünü hızlı gönderdiği için teşekkür ederim."
2022-04-18,5,Güzel fiyata Göre bazen teller de cızırtı oluyor açılı takabilirsiniz parmağınızın yanı ile bare basar gibi
2021-10-19,5,Kitap tabi ki güzel.ancak paketlemeden kaynaklı yırtık geldi.
2022-05-11,5,"Paketleme konusunda tereddütlerim vardı bazı olumsuz yorumlar yüzünden fakat gayet sağlam paketlenmiş bir şekilde, hasarsız ve hızlı geldi."
2022-03-29,5,"Ürünü alır almaz değerlendirme yapamadım.. Donanımlı bir kitap, baskı ve kağıt kalitesi harika..sorunsuz bir şekilde elime geçti.. satıcının küçük hediyesi için de teşekkürler.."
2022-04-13,5,Müzik öğretmenimizin tavsiyesi üzerine aldık. Kapağı cok hassas. Kitap içerik olarak güzel.
2022-05-01,5,Urun çok güzel bir şekilde paketlenerek kısa sürede elimize ulaştı.
2022-01-31,5,Sıfırdan piyanoya başlayanlar için ideal bi kitap gayet sağlam bir şekilde teslim edildi
2022-04-11,4,kapağı lekeli ve buruşuk geldi. paketlenme öncesi üzerine bir sıvı akmış ve öyle kurumuş sanırım.
2022-04-15,5,Kargo sorunsuz elime ulaştı
2022-03-12,5,Tesekkürler
2022-03-21,5,Iyi paketleme ve ilgi için teşekkür ediyorum.
2021-04-15,4,"Tellerin sesi güzel. satıcıya, hediyeleri ve güzel notu için çok teşekkür ederim. Küçük şeyler, büyük mutluluklar. Telden memnun kalmaya devam edersem alacağım yer belli 😊 olmadı aynı satıcıdan başka teller alır denerim. Birde üç tane pena var. Kalınlıkları farklı 🌷"
2021-05-05,5,hediyeler icin tesekkürler
2022-05-02,5,Gayet iyi bir tel tınısı güzel satıcı ve kargo da gayet iyiydi.  Tavsiye ederim
2021-08-02,5,Üst seviye bir tel takımı değil ama baya baya iş görüyor. Öğrenci yıllarımda çok kullanırdım. Şu anda da üst seviye teller bence aşırı pahalı. O yüzden tekrar bu takımı tercih ettim. Ürün tam f/p ürünüdür benim kanaatimce. Pena geldi yanında ama çok basitçe bişey. Satıcı ile bir problem yaşamadım.👍🏻
2022-03-22,5,Ürün orjinal. Fiyatına göre iyi. tabi klasik tellerin en basiti ama iyi olsun diyosanız 150 tlnin üstünde başka modellerini alın.
2022-03-02,5,Kargo paketine içerisine pena seti konulması güzel bir sürprizdi.
2022-01-20,5,Fiyat/Performans açısından en tercih edilesi ürün... Tercih edilebilecek yapıda kaliteli marka. Kesinlikle tavsiye ediyorum.
2022-02-17,5,İhtiyaçları karşılayacak yeterliliğe sahip teller. Satıcıya teşekkürler.
2022-01-21,5,Orijinal ürün. Hediye penalar için teşekkürler.
2022-01-03,5,Hoş tınısı var orta seviye denilebilir
2022-03-28,5,Keşke kırılması bu kadar kolay bir ürünü daha korunaklı bir şekilde yollasaydınız. Ürünün sağlam gelmesi şükür sebebi.
